key,tagNumber,name,description,area,facility,system,parentTag,classId,className,tagDiscipline,project,labels,classViewExtId,cfihosTagClassCode,avejaTagStatus,useProjectStatus,purchaseOrderNo,originatingContractor,dateInstalled,updatedDate
23-GK-9107A-A01,23-GK-9107A-A01,23-GK-9107A-A01,VRD - 1ST STAGE COMPRESSOR ENCLOSURE COOLING UNIT,23,Valhall PH,,23-GK-9107A,9860,,GK,VRD,tag,Tag,,Active,N,8309,,19/03/2010 20:38,09/10/2015 11:56
23-PDAH-96180,23-PDAH-96180,23-PDAH-96180,VRD - PH 1STSTG OIL FILTER : PRESSURE DIFFERENTIAL ALARM HIGH,23,Valhall PH,,23-PDT-96180,11405,,PDAH,VRD,tag,Tag,,Active,N,8309,,16/05/2013 11:50,06/10/2015 12:28
23-FI-92512B,23-FI-92512B,23-FI-92512B,VRD PH,23,Valhall PH,,23-FT-92512,4382,,FI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:13,14/08/2015 14:36
23-PI-92532,23-PI-92532,23-PI-92532,SOFT TAG VRD - PH 1STSTGCOMP SUCTION,23,Valhall PH,,23-PT-92532,11275,,PI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:14,09/10/2015 11:56
23-NY-96144,23-NY-96144,23-NY-96144,VRD - PARTIAL DISHARGE BOX FOR 27-KA-9102,23,Valhall PH,,23-NI-96144,6214,,NY,VRD,tag,Tag,,Active,N,,,31/08/2009 19:25,08/10/2015 11:47
23-ESDV-92501B,23-ESDV-92501B,23-ESDV-92501B,VRD - PH 1STSTGSUCTCLR GAS IN EQUAL,23,Valhall PH,,23-HA-9103,11508,,ESDV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,26/01/2017 08:31
23-ZT-96121-01,23-ZT-96121-01,23-ZT-96121-01,VRD - PH 1STSTGGEAR SHAFT AXIAL POS,23,Valhall PH,,23-ZE-96121-01,4649,,ZT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-FIC-92543-11,23-FIC-92543-11,23-FIC-92543-11,SOFT TAG VRD - PH 1STSTGCMP SURGE COUNTER,23,Valhall PH,,23-FV-92543,11275,,FIC,VRD,tag,Tag,,Active,N,,,16/05/2013 11:50,09/10/2015 11:56
23-KA-9101-M01-54,23-KA-9101-M01-54,23-KA-9101-M01-54,VRD - PH HV SWGR 1STSTG COMP MTR,23,Valhall PH,,23-KA-9101-M01,4628,,KA,VRD,tag,Tag,,Active,N,,,17/10/2012 12:20,09/12/2013 12:53
45-FAL-92139A,45-FAL-92139A,45-FAL-92139A,VRD - PH 1STSTGCOMPR MTR COOLMED OUT : FLOW ALARM LOW,45,Valhall PH,,45-FT-92139A,11405,,FAL,VRD,tag,Tag,,Active,N,8309,,16/05/2013 11:50,06/10/2015 12:28
23-XS-96139,23-XS-96139,23-XS-96139,VRD - PH 1STSTG MOTOR PURGE COMPLETE,23,Valhall PH,,23-KA-9101-M01,4628,,XS,VRD,tag,Tag,,Active,N,,,17/10/2012 12:20,20/01/2015 13:00
23-LIC-92521,23-LIC-92521,23-LIC-92521,SOFT TAG VRD - PH 1STSTGSUCTSCRUBBER LEVEL,23,Valhall PH,,23-LV-92521A,11275,,LIC,VRD,tag,Tag,,Active,N,,,13/12/2012 14:13,09/10/2015 11:56
48-XY-96966A,48-XY-96966A,48-XY-96966A,VRD - PH STG1 COMPENCL AIROUT DAMPER,48,Valhall PH,,23-1ST STAGE COMP ENCLOSURE-PH,6213,,XY,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,14/08/2015 14:36
23-PAL-96186,23-PAL-96186,23-PAL-96186,SOFT TAG VRD - PH 1STSTG COMP LO HEADER,23,Valhall PH,,23-FO-96186,11275,,PAL,VRD,tag,Tag,,Active,N,,,23/04/2013 10:10,09/10/2015 11:56
23-FAL-96159,23-FAL-96159,23-FAL-96159,VRD - PH 1STSTG COMP BUFFER GAS DE : FLOW ALARM LOW,23,Valhall PH,,23-FT-96159,11405,,FAL,VRD,tag,Tag,,Active,N,8309,,16/05/2013 11:50,06/10/2015 12:28
23-PDI-96249,23-PDI-96249,23-PDI-96249,VRD PH,23,Valhall PH,,23-2ND STAGE COMP DRY GAS SEAL SYS-PH,4498,,PDI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:14,06/10/2014 07:45
23-YSV-92545,23-YSV-92545,23-YSV-92545,VRD - PH 1STSTGDISCHCOOLER B/D,23,Valhall PH,,23-HA-9114,11507,,YSV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,05/05/2017 09:41
23-YI-96106-02,23-YI-96106-02,23-YI-96106-02,SOFT TAG VRD - PH 1STSTG COMP JOURN BRG NDE,23,Valhall PH,,23-YE-96106-02,11275,,YI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:17,09/10/2015 11:56
23-LALL-96182-01,23-LALL-96182-01,23-LALL-96182-01,VRD - PH 1STSTG COMP LO RES : LEVEL ALARM LOW LOW,23,Valhall PH,,23-LT-96182-01,11405,,LALL,VRD,tag,Tag,,Active,N,8309,,06/10/2015 12:18,06/10/2015 13:14
23-PI-92535,23-PI-92535,23-PI-92535,SOFT TAG VRD - PH 1STSTGCOMP SUCTION,23,Valhall PH,,23-PT-92535,11275,,PI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:14,09/10/2015 11:56
23-TE-96132-01,23-TE-96132-01,23-TE-96132-01,VRD - PH 1STSTG MOTOR JOURN BRG DE,23,Valhall PH,,23-KA-9101-M01,4564,,TE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,14/08/2015 14:36
23-FG-96106-03,23-FG-96106-03,23-FG-96106-03,VRD - PH 1STSTG LUBE OIL RET,23,Valhall PH,,23-1ST STAGE COMP LUBE OIL SYS-PH,4381,,FG,VRD,tag,Tag,,Active,N,8309,,05/10/2009 17:21,09/12/2013 12:53
23-YAH-96122,23-YAH-96122,23-YAH-96122,VRD - PH 1STSTG GEAR CASE DE : VIBRATION ALARM HIGH,23,Valhall PH,,23-YT-96122,11405,,YAH,VRD,tag,Tag,,Active,N,8309,,23/04/2013 10:10,06/10/2015 12:28
23-FT-96167,23-FT-96167,23-FT-96167,VRD - PH 1STSTG COMPR BAL PISTON LEAK,23,Valhall PH,,23-1ST STAGE COMP DRY GAS SEAL SYS-PH,4400,,FT,VRD,tag,Tag,,Inactive,N,8309,,26/06/2009 15:36,08/10/2015 10:03
48-PI-96961A,48-PI-96961A,48-PI-96961A,VRD - PH STG1 COMPENCL WTR MIST CYL1,48,Valhall PH,,48-XV-96961,4509,,PI,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,18/01/2017 07:00
23-CB-9170,23-CB-9170,23-CB-9170,VRD - DRIVE-AIR FILTER SEAL GAS  STAGE 1 COMPRESSOR,23,Valhall PH,,23-KA-9101,6230,,CB,VRD,tag,Tag,,Active,N,,,01/03/2013 13:40,08/10/2015 15:05
45-PSV-92514,45-PSV-92514,45-PSV-92514,VRD - PH 1ST STG SUCT COOL SHELL,45,Valhall PH,,23-HA-9103,11517,,PSV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,16/12/2016 06:58
45-FAL-92139B,45-FAL-92139B,45-FAL-92139B,VRD - PH 1STSTGCOMPR LUB COOLMED OUT : FLOW ALARM LOW,45,Valhall PH,,45-FT-92139B,11405,,FAL,VRD,tag,Tag,,Active,N,8309,,16/05/2013 11:50,06/10/2015 12:28
23-SE-96108,23-SE-96108,23-SE-96108,VRD - PH 1STSTG COMPR JOURN BRG NDE TO CCC,23,Valhall PH,,23-KA-9101,4538,,SE,VRD,tag,Tag,,Active,N,,,01/03/2013 13:40,08/10/2015 08:48
23-PDI-96146,23-PDI-96146,23-PDI-96146,SOFT TAG VRD - PH 1STSTG SEAL GAS FILTER,23,Valhall PH,,23-PDT-96146,11275,,PDI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:14,09/10/2015 11:56
23-PIC-92538-01,23-PIC-92538-01,23-PIC-92538-01,SOFT TAG VRD - PH 1STSTGCOMP SUCTION STV,23,Valhall PH,,23-PV-92538,11275,,PIC,VRD,tag,Tag,,Active,N,,,16/05/2013 11:50,09/10/2015 11:56
23-YPV-92445,23-YPV-92445,23-YPV-92445,VRD - PH 1STSTGSUCTCOOL GAS IN,23,Valhall PH,,23-YSV-92445,4524,,YPV,VRD,tag,Tag,,Inactive,N,,,17/10/2012 12:20,08/10/2015 10:04
23-TW-96181-03,23-TW-96181-03,23-TW-96181-03,VRD - PH 1STSTG COMP LO HEADER,23,Valhall PH,,23-TE-96181-03,4584,,TW,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,17/01/2017 10:35
23-TT-92537,23-TT-92537,23-TT-92537,VRD - PH 1STSTGCOMP DISCHARGE,23,Valhall PH,,23-1ST STAGE COMPRESSOR-PH,4580,,TT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,26/01/2017 08:31
23-TAH-96136-05,23-TAH-96136-05,23-TAH-96136-05,VRD - PH 1STSTG MOTOR WINDINGS V : TEMPERATURE ALARM HIGH,23,Valhall PH,,23-TE-96136-05,11405,,TAH,VRD,tag,Tag,,Active,N,8309,,23/04/2013 10:10,06/10/2015 12:28
23-GE-9122,23-GE-9122,23-GE-9122,VRD - 1ST STAGE COMPPRESSOR ENCLOSURE MANUAL VOL CONTR DAMPER,23,Valhall PH,,23-1ST STAGE COMP ENCLOSURE-PH,9248,,GE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,08/10/2015 15:05
23-PT-96156-02,23-PT-96156-02,23-PT-96156-02,VRD - PH 1STSTG COMP OUTER SEAL DE,23,Valhall PH,,23-CB-9129A,4525,,PT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,26/01/2017 08:31
23-PAHH-96157-02,23-PAHH-96157-02,23-PAHH-96157-02,VRD - PH 1STSTG COMP OUTER SEAL NDE : PRESSURE ALARM HIGH HIGH,23,Valhall PH,,23-PT-96157-02,11405,,PAHH,VRD,tag,Tag,,Active,N,8309,,06/10/2015 12:18,06/10/2015 13:14
48-PI-96961,48-PI-96961,48-PI-96961,SOFT TAG VRD - PH STG1 COMPENCL WTR MIST CYL1,48,Valhall PH,,48-PT-96961,11275,,PI,VRD,tag,Tag,,Active,N,,,16/05/2013 11:50,09/10/2015 11:56
23-PSV-92541,23-PSV-92541,23-PSV-92541,VRD - PH 1STSTGCOMP DISCH,23,Valhall PH,,23-1ST STAGE COMPRESSOR-PH,11520,,PSV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,10/11/2016 18:02
23-NXI-96142,23-NXI-96142,23-NXI-96142,VRD - PH 1ST STAGE COMP CMS TRIP,23,Valhall PH,,23-KA-9101,9220,,NXI,VRD,tag,Tag,,Active,N,,,09/05/2012 17:16,09/12/2013 12:53
23-FS-92543-05,23-FS-92543-05,23-FS-92543-05,VRD - PH 1STSTG CCC S/D 24VDC FAULT,23,Valhall PH,,23-FIC-92543,4379,,FS,VRD,tag,Tag,,Active,N,,,09/05/2012 17:16,09/12/2013 12:53
23-PIC-96153,23-PIC-96153,23-PIC-96153,SOFT TAG VRD - PH 1STSTG COMP INNER SEAL,23,Valhall PH,,23-PV-96153,11275,,PIC,VRD,tag,Tag,,Active,N,,,13/12/2012 14:15,09/10/2015 11:56
23-PI-92523,23-PI-92523,23-PI-92523,SOFT TAG VRD - PH 1STSTGSUCTSCRUBBER,23,Valhall PH,,23-PT-92523,11275,,PI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:14,09/10/2015 11:56
23-YE-96117-02,23-YE-96117-02,23-YE-96117-02,VRD - PH 1STSTGGEAR 1 JOURNBRG DE,23,Valhall PH,,23-DB-9101,4621,,YE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,11/07/2014 09:25
23-PAH-96186-02,23-PAH-96186-02,23-PAH-96186-02,VRD - PH 1STSTG COMP LO HEADER : PRESSURE ALARM HIGH,23,Valhall PH,,23-PT-96186-02,11405,,PAH,VRD,tag,Tag,,Active,N,8309,,06/10/2015 12:18,06/10/2015 13:14
23-LV-92521A,23-LV-92521A,23-LV-92521A,VRD - PH 1STSTGSUCTSCRUBBER LEVEL,23,Valhall PH,,23-VG-9101,11514,,LV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,05/05/2017 09:41
23-YZSL-92445,23-YZSL-92445,23-YZSL-92445,VRD - PH 1STSTGSUCTCOOL GAS IN,23,Valhall PH,,23-YSV-92445,4646,,YZSL,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,12/01/2017 09:57
23-TW-96148,23-TW-96148,23-TW-96148,VRD - PH 1STSTG COMP SEAL GAS HTR,23,Valhall PH,,23-TT-96148,4584,,TW,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,17/01/2017 10:35
23-YAHH-96117-01,23-YAHH-96117-01,23-YAHH-96117-01,VRD - PH 1STSTGGEAR 1 JOURNBRG DE : VIBRATION ALARM HIGH HIGH,23,Valhall PH,,23-YT-96117-01,11405,,YAHH,VRD,tag,Tag,,Active,N,8309,,16/05/2013 11:50,06/10/2015 12:28
23-FE-9106,23-FE-9106,23-FE-9106,VRD - 1ST STAGE COMPRESSOR LUBE OIL HEATER,23,Valhall PH,,23-TX-9103,4268,,FE,VRD,tag,Tag,,Active,N,8718,,26/06/2009 15:36,09/10/2015 11:56
23-TE-96115-04,23-TE-96115-04,23-TE-96115-04,VRD - PH 1STSTGGEAR THRUST BRG IN,23,Valhall PH,,23-DB-9101,4564,,TE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,11/07/2014 09:25
23-PT-92551A-11,23-PT-92551A-11,23-PT-92551A-11,VRD - PH V-MAP PRESSURE INPUT 1STSTGDISCHCLR GAS OUT,23,Valhall PH,,23-ESDV-92551A,4525,,PT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,29/08/2014 10:32
23-ZT-96121-02,23-ZT-96121-02,23-ZT-96121-02,VRD - PH 1STSTGGEAR SHAFT AXIAL POS,23,Valhall PH,,23-ZE-96121-02,4649,,ZT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-PDAH-96161,23-PDAH-96161,23-PDAH-96161,VRD - PH 1STSTGCOMPSEALGASBOOSTFLTR : PRESSURE DIFFERENTIAL ALARM HIGH,23,Valhall PH,,23-PDT-96161,11405,,PDAH,VRD,tag,Tag,,Active,N,8309,,23/04/2013 10:10,06/10/2015 12:28
23-YAHH-96120-02,23-YAHH-96120-02,23-YAHH-96120-02,VRD - PH 1STSTGGEAR 2 JOURNBRG DE : VIBRATION ALARM HIGH HIGH,23,Valhall PH,,23-YT-96120-02,11405,,YAHH,VRD,tag,Tag,,Active,N,8309,,16/05/2013 11:50,06/10/2015 12:28
23-1ST STAGE COMP LUBE OIL SYS-PH,23-1ST STAGE COMP LUBE OIL SYS-PH,23-1ST STAGE COMP LUBE OIL SYS-PH,1ST STAGE COMP LUBE OIL SYS ON PH,23,Valhall PH,,23-XX-9106,6593,,,VRD,tag,Tag,,Active,N,,,13/12/2012 13:02,11/12/2013 14:35
23-TE-96102-04,23-TE-96102-04,23-TE-96102-04,VRD - PH 1STSTG COMPR JOURN BRG NDE,23,Valhall PH,,23-KA-9101,4564,,TE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,11/07/2014 09:25
23-EXY-92521-05,23-EXY-92521-05,23-EXY-92521-05,VRD - PH 1STSTGSUCTSCRUB LIQ OUT,23,Valhall PH,,23-ESDV-92521,6195,,EXY,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,12/01/2017 09:57
23-EXY-92501B-05,23-EXY-92501B-05,23-EXY-92501B-05,VRD - PH 1STSTGSUCTCLR GAS IN EQUAL,23,Valhall PH,,23-ESDV-92501B,6195,,EXY,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,12/01/2017 09:57
23-PC-9109-M01,23-PC-9109-M01,23-PC-9109-M01,VRD - 1ST STAGE COMPRESSOR BACKUP L.O. PUMP,23,Valhall PH,,23-PC-9109,4280,,PC,VRD,tag,Tag,,Active,N,8718,,26/06/2009 15:36,09/10/2015 11:56
23-PIC-92538-07,23-PIC-92538-07,23-PIC-92538-07,SOFT TAG VRD - PH 1STSTGCOMP SUCTION STV,23,Valhall PH,,23-PV-92538,11275,,PIC,VRD,tag,Tag,,Active,N,,,16/05/2013 11:50,09/10/2015 11:56
23-TE-96137-02,23-TE-96137-02,23-TE-96137-02,VRD - PH 1STSTG MOTORCOOLINGAIRCOLD,23,Valhall PH,,23-KA-9101-M01,4564,,TE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,11/07/2014 09:25
23-FO-96126,23-FO-96126,23-FO-96126,VRD - PH 1STSTG LUBE OIL PUMP,23,Valhall PH,,23-PC-9101,4390,,FO,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-XY-92543-04,23-XY-92543-04,23-XY-92543-04,SOFT TAG VRD - PH 1ST STG COMP AUTO CMD ANTSRG,23,Valhall PH,,23-FS-92543-04,11275,,XY,VRD,tag,Tag,,Active,N,,,23/04/2013 10:10,09/10/2015 11:56
60-EN-9010B+27G1,60-EN-9010B+27G1,60-EN-9010B+27G1,VRD - 1ST STAGE COMPRESSOR BACKUP LO. PUMP,60,Valhall PH,,23-PC-9109-M01,6185,,EN,VRD,tag,Tag,,Active,N,,,28/05/2013 11:16,08/10/2015 11:47
45-TI-92139A,45-TI-92139A,45-TI-92139A,VRD - PH 1STSTGCOMPR CM FROM MOTOR,45,Valhall PH,,23-KA-9101-M01,4565,,TI,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,18/01/2017 07:12
45-PI-92609,45-PI-92609,45-PI-92609,SOFT TAG VRD - PH 1STSTGDISCCOOL CM OUT,45,Valhall PH,,45-PT-92609,11275,,PI,VRD,tag,Tag,,Active,N,,,16/05/2013 11:50,09/10/2015 11:56
23-FCV-96193,23-FCV-96193,23-FCV-96193,VRD - PH PURGE 1 ST.COMP. MOTOR,23,Valhall PH,,23-CX-9101,4377,,FCV,VRD,tag,Tag,,Active,N,,,05/04/2013 15:12,08/10/2015 08:48
23-ESDP-92501A,23-ESDP-92501A,23-ESDP-92501A,VRD - PH 1STSTGSUCTCLR GAS IN,23,Valhall PH,,23-ESDV-92501A,6193,,ESDP,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-YE-96120-02,23-YE-96120-02,23-YE-96120-02,VRD - PH 1STSTGGEAR 2 JOURNBRG DE,23,Valhall PH,,23-DB-9101,4621,,YE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,11/07/2014 09:25
23-PAL-96186-01,23-PAL-96186-01,23-PAL-96186-01,VRD - PH 1STSTG COMP LO HEADER : PRESSURE ALARM LOW,23,Valhall PH,,23-PT-96186-01,11405,,PAL,VRD,tag,Tag,,Active,N,8309,,06/10/2015 12:18,06/10/2015 13:14
23-TAH-96112-01,23-TAH-96112-01,23-TAH-96112-01,VRD - PH 1STSTGGEAR 1 JOURNBRG NDE : TEMPERATURE ALARM HIGH,23,Valhall PH,,23-TE-96112-01,11405,,TAH,VRD,tag,Tag,,Active,N,8309,,23/04/2013 10:10,06/10/2015 12:28
23-PAH-96150-02,23-PAH-96150-02,23-PAH-96150-02,VRD - PH 1STSTG COMP INNER SEAL NDE : PRESSURE ALARM HIGH,23,Valhall PH,,23-PT-96150-02,11405,,PAH,VRD,tag,Tag,,Active,N,8309,,06/10/2015 12:18,06/10/2015 13:14
23-TB-9159,23-TB-9159,23-TB-9159,VRD - 1ST STAGE COMPRESSOR WATER TANK,23,Valhall PH,,23-SU-9113,6324,,TB,VRD,tag,Tag,,Inactive,N,8309,,26/06/2009 15:36,02/01/2018 09:26
23-PT-92532,23-PT-92532,23-PT-92532,VRD - PH 1STSTGCOMP SUCTION,23,Valhall PH,,23-1ST STAGE COMPRESSOR-PH,4525,,PT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-TAL-92533,23-TAL-92533,23-TAL-92533,VRD - PH 1STSTGCOMP SUCTION : TEMPERATURE ALARM LOW,23,Valhall PH,,23-TT-92533,11405,,TAL,VRD,tag,Tag,,Active,N,8309,,23/04/2013 10:10,26/10/2017 14:00
23-TE-96111-02,23-TE-96111-02,23-TE-96111-02,VRD - PH 1STSTGGEAR 1 JOURNBRG DE,23,Valhall PH,,23-DB-9101,4564,,TE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,11/07/2014 09:25
23-EPV-92521,23-EPV-92521,23-EPV-92521,VRD - PH 1ST STG SUCT SCRUB LIQ OUT,23,Valhall PH,,23-ESDV-92521,11517,,EPV,VRD,tag,Tag,,Active,N,,,09/05/2012 17:17,10/11/2016 18:02
23-FO-96158,23-FO-96158,23-FO-96158,VRD - PH 1STSTG COMP BUFFER GAS DE,23,Valhall PH,,23-CB-9129A,4390,,FO,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-PDT-96162,23-PDT-96162,23-PDT-96162,VRD - PH 1STSTGCOMPSEALGASBOOSTFLTR,23,Valhall PH,,23-KB-9103,4507,,PDT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-XS-92529,23-XS-92529,23-XS-92529,VRD - PH 1STSTGSCRUB I-FACE HEALTH,23,Valhall PH,,23-LTX-92529,4628,,XS,VRD,tag,Tag,,Active,N,,,09/05/2012 17:16,09/12/2013 12:53
23-LI-92529-02,23-LI-92529-02,23-LI-92529-02,SOFT TAG VRD - PH 1STSTGSCRUB I-FACE TOPLIQ,23,Valhall PH,,23-LT-92529-02,11275,,LI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:13,09/10/2015 11:56
23-FO-96102,23-FO-96102,23-FO-96102,VRD - PH 1STSTG LUBE OIL SUPP,23,Valhall PH,,23-1ST STAGE COMP LUBE OIL SYS-PH,4390,,FO,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-TAHH-96136-07,23-TAHH-96136-07,23-TAHH-96136-07,VRD - PH 1STSTG MOTOR WINDINGS W : TEMPERATURE ALARM HIGH HIGH,23,Valhall PH,,23-TE-96136-07,11405,,TAHH,VRD,tag,Tag,,Active,N,8309,,23/04/2013 10:10,06/10/2015 12:28
23-KA-9101-M01-13,23-KA-9101-M01-13,23-KA-9101-M01-13,VRD - PH HV SWGR 1STSTG COMP MTR,23,Valhall PH,,23-KA-9101-M01,4628,,KA,VRD,tag,Tag,,Active,N,,,17/10/2012 12:20,09/12/2013 12:53
23-KA-9101-APR,23-KA-9101-APR,23-KA-9101-APR,VRD - PH 1ST STAGE ACTPRESS RATIO,23,Valhall PH,,23-KA-9101,6284,,KA,VRD,tag,Tag,,Active,N,,,31/08/2009 19:25,08/10/2015 15:05
23-TX-9103,23-TX-9103,23-TX-9103,VRD - 1ST STAGE COMPPRESSOR LUBE OIL RESERVOIR,23,Valhall PH,,23-1ST STAGE COMP LUBE OIL SYS-PH,6326,,TX,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,08/10/2015 15:05
23-YT-96133-01,23-YT-96133-01,23-YT-96133-01,VRD - PH 1STSTG MOTOR JOURN BRG NDE,23,Valhall PH,,23-YE-96133-01,4627,,YT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-TALL-96168,23-TALL-96168,23-TALL-96168,SOFT TAG VRD - PH 1STSTG COMP INNER SEAL,23,Valhall PH,,23-TT-96168,11275,,TALL,VRD,tag,Tag,,Inactive,N,,,16/05/2013 11:50,09/10/2015 11:56
23-KA-9101-M01-32,23-KA-9101-M01-32,23-KA-9101-M01-32,VRD - PH HV SWGR 1STSTG COMP MTR,23,Valhall PH,,23-KA-9101-M01,4628,,KA,VRD,tag,Tag,,Active,N,,,17/10/2012 12:20,09/12/2013 12:53
23-TE-96112-02,23-TE-96112-02,23-TE-96112-02,VRD - PH 1STSTGGEAR 1 JOURNBRG NDE,23,Valhall PH,,23-DB-9101,4564,,TE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,11/07/2014 09:25
23-LT-92529-03,23-LT-92529-03,23-LT-92529-03,VRD - PH 1STSTGSCRUB I-FACE TOPFOAM,23,Valhall PH,,23-LTX-92529,4469,,LT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-TAH-96103-01,23-TAH-96103-01,23-TAH-96103-01,VRD - PH 1STSTG COMP THRUST BRG IN : TEMPERATURE ALARM HIGH,23,Valhall PH,,23-TE-96103-01,11405,,TAH,VRD,tag,Tag,,Active,N,8309,,06/10/2015 12:18,06/10/2015 13:14
23-FT-96159,23-FT-96159,23-FT-96159,VRD - PH 1STSTG COMP BUFFER GAS DE,23,Valhall PH,,23-CB-9129A,4400,,FT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
45-V-90353,45-V-90353,45-V-90353,VRD - MANUAL VALVE - CBAD10R,45,Valhall PH,,45-PDT-92506,5041,,V,VRD,tag,Tag,,Active,N,8916,,26/06/2009 15:36,10/03/2014 14:38
23-TI-96136-04,23-TI-96136-04,23-TI-96136-04,SOFT TAG VRD - PH 1STSTG MOTOR WINDINGS V,23,Valhall PH,,23-TE-96136-04,11275,,TI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:16,09/10/2015 11:56
23-PI-96186-03,23-PI-96186-03,23-PI-96186-03,SOFT TAG VRD - PH 1STSTG COMP LO HEADER,23,Valhall PH,,23-PT-96186-03,11275,,PI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:15,09/10/2015 11:56
23-PT-96157-01,23-PT-96157-01,23-PT-96157-01,VRD - PH 1STSTG COMP OUTER SEAL NDE,23,Valhall PH,,23-1ST STAGE COMP DRY GAS SEAL SYS-PH,4525,,PT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,26/01/2017 08:31
23-FI-96159,23-FI-96159,23-FI-96159,SOFT TAG VRD - PH 1STSTG COMP BUFFER GAS NDE,23,Valhall PH,,23-FT-96159,11275,,FI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:13,09/10/2015 11:56
23-YE-96119-01,23-YE-96119-01,23-YE-96119-01,VRD - PH 1STSTGGEAR 2 JOURNBRG NDE,23,Valhall PH,,23-DB-9101,4621,,YE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,11/07/2014 09:25
23-FI-96158,23-FI-96158,23-FI-96158,SOFT TAG VRD - PH 1STSTG COMP BUFFER GAS DE,23,Valhall PH,,23-FT-96158,11275,,FI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:13,09/10/2015 11:56
23-FY-92542-03,23-FY-92542-03,23-FY-92542-03,VRD - PH 1STSTGCOMP HOT GAS BP,23,Valhall PH,,23-FV-92542,4404,,FY,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,11/07/2014 09:25
23-YE-96119-02,23-YE-96119-02,23-YE-96119-02,VRD - PH 1STSTGGEAR 2 JOURNBRG NDE,23,Valhall PH,,23-DB-9101,4621,,YE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,11/07/2014 09:25
23-1ST STAGE COMP ENCLOSURE-PH,23-1ST STAGE COMP ENCLOSURE-PH,23-1ST STAGE COMP ENCLOSURE-PH,1ST STAGE COMP ENCLOSURE ON PH,23,Valhall PH,,23-XX-9106,6593,,,VRD,tag,Tag,,Active,N,,,13/12/2012 13:02,11/12/2013 14:35
