key,name,description,externalId,timeSeriesType,assetName,facility,assetDescription,isString,isStep,pi_tag,pi_pointId,pi_sourceTag,pi_pointSource,pi_archiving,engunits,asset_externalId,sourceId,source
pi:160556,23-LY-92529_Outputs_emulsionLevel:VALUE,PH (Profiler) % Scaled Level Output for Level D or Emulsion,VAL_23-LY-92529_Outputs_emulsionLevel:VALUE,PI,23-LE-92529,,PH (Profiler) % Scaled Level Output for Level D or Emulsion,FALSE,FALSE,VAL_23-LY-92529_Outputs_emulsionLevel:VALUE,160556,,VLH_PCN5,1,%,23-LE-92529,pi:160556,akerbp
pi:160180,23-FI-92512B:X.Value,PH 1stStgSuctCool Gas In (Std),VAL_23-FI-92512B:X.Value,PI,23-FI-92512B,,PH 1stStgSuctCool Gas In (Std),FALSE,FALSE,VAL_23-FI-92512B:X.Value,160180,,LAB-WAS-VAL,1,,23-FI-92512B,pi:160180,akerbp
pi:160202,23-FZSL-92542:X.Value,PH 1st Stg Comp HGB Closed,VAL_23-FZSL-92542:X.Value,PI,23-FZSL-92542,,PH 1st Stg Comp HGB Closed,FALSE,FALSE,VAL_23-FZSL-92542:X.Value,160202,,VLH_PCN1,1,,23-FZSL-92542,pi:160202,akerbp
pi:160783,23-TIC-92604:Control Module:BA,PH 1stStgDiscCool Gas Out Auto,VAL_23-TIC-92604:Control Module:BA,PI,23-TIC-92604,,PH 1stStgDiscCool Gas Out Auto,FALSE,FALSE,VAL_23-TIC-92604:Control Module:BA,160783,,LAB-WAS-VAL800,1,-,23-TIC-92604,pi:160783,akerbp
pi:160568,23-LY-92529_SILch0_SC0_TX1SP:VALUE,PH (Profiler) Shutdown Channel 0 - Tube x1 Setpoint,VAL_23-LY-92529_SILch0_SC0_TX1SP:VALUE,PI,23-LE-92529,,PH (Profiler) Shutdown Channel 0 - Tube x1 Setpoint,FALSE,FALSE,VAL_23-LY-92529_SILch0_SC0_TX1SP:VALUE,160568,,VLH_PCN5,1,,23-LE-92529,pi:160568,akerbp
pi:160116,23_TT_96101_01:Z.X.Value,PH 1stStg Comp Journ BRG DE,VAL_23_TT_96101_01:Z.X.Value,PI,23,,PH 1stStg Comp Journ BRG DE,FALSE,FALSE,VAL_23_TT_96101_01:Z.X.Value,160116,,VLH_PCN1,1,,23,pi:160116,akerbp
pi:160933,23-TT-96181-03:X.Value,PH 1stStg Lube Oil System Header,VAL_23-TT-96181-03:X.Value,PI,23-TT-96181-03,,PH 1stStg Lube Oil System Header,FALSE,FALSE,VAL_23-TT-96181-03:X.Value,160933,,VLH_PCN1,1,,23-TT-96181-03,pi:160933,akerbp
pi:160247,23-KA-9101-M01_OC_high stage_negative_seq_NPShigh:VALUE,PH (SwitchGear),VAL_23-KA-9101-M01_OC_high stage_negative_seq_NPShigh:VALUE,PI,23-KA-9101-M01,,PH (SwitchGear),FALSE,FALSE,VAL_23-KA-9101-M01_OC_high stage_negative_seq_NPShigh:VALUE,160247,,LAB-WAS-VAL3P,1,,23-KA-9101-M01,pi:160247,akerbp
pi:160703,23-PT-92539:X.Value,PH 1stStgComp Discharge,VAL_23-PT-92539:X.Value,PI,23-PT-92539,,PH 1stStgComp Discharge,FALSE,FALSE,VAL_23-PT-92539:X.Value,160703,,VLH_PCN1,1,bar,23-PT-92539,pi:160703,akerbp
pi:160521,23-LT-92529-02:X.Value,PH 1stStgScrub I-face TopLiq,VAL_23-LT-92529-02:X.Value,PI,23-LT-92529-02,,PH 1stStgScrub I-face TopLiq,FALSE,FALSE,VAL_23-LT-92529-02:X.Value,160521,,VLH_PCN1,1,,23-LT-92529-02,pi:160521,akerbp
pi:160542,23-LY-92529_Alarms_PNTA:VALUE,PH (Profiler) Number of Active Tube Alarms,VAL_23-LY-92529_Alarms_PNTA:VALUE,PI,23-LE-92529,,PH (Profiler) Number of Active Tube Alarms,FALSE,FALSE,VAL_23-LY-92529_Alarms_PNTA:VALUE,160542,,VLH_PCN5,1,,23-LE-92529,pi:160542,akerbp
pi:160270,23-KA-9101-M01-EL:XS.CoreStatus.XGL.Signal.Value,PH Circuit Breaker Open (OFF),VAL_23-KA-9101-M01-EL:XS.CoreStatus.XGL.Signal.Value,PI,23-KA-9101-M01,,PH Circuit Breaker Open (OFF),FALSE,FALSE,VAL_23-KA-9101-M01-EL:XS.CoreStatus.XGL.Signal.Value,160270,,VLH_PCN1,1,,23-KA-9101-M01,pi:160270,akerbp
pi:160537,23-LV-92521B:Y.Value,PH 1stStgSuctScrubber Level,VAL_23-LV-92521B:Y.Value,PI,23-LV-92521B,,PH 1stStgSuctScrubber Level,FALSE,FALSE,VAL_23-LV-92521B:Y.Value,160537,,VLH_PCN1,1,,23-LV-92521B,pi:160537,akerbp
pi:160567,23-LY-92529_SILch0_SC0_TX1PSP:VALUE,PH (Profiler) Shutdown Channel 0 - Tube x1 Position Setpoint,VAL_23-LY-92529_SILch0_SC0_TX1PSP:VALUE,PI,23-LE-92529,,PH (Profiler) Shutdown Channel 0 - Tube x1 Position Setpoint,FALSE,FALSE,VAL_23-LY-92529_SILch0_SC0_TX1PSP:VALUE,160567,,VLH_PCN5,1,,23-LE-92529,pi:160567,akerbp
pi:160835,23-TIC-96147:Z.X.Value,PH 1stStg Comp Seal Gas Measured Value,VAL_23-TIC-96147:Z.X.Value,PI,23-TIC-96147,,PH 1stStg Comp Seal Gas Measured Value,FALSE,FALSE,VAL_23-TIC-96147:Z.X.Value,160835,,VLH_PCN1,1,degC,23-TIC-96147,pi:160835,akerbp
pi:160543,23-LY-92529_DensityBands_01gasLL:VALUE,PH (Profiler) Density Band 6 Lower Limit (GAS),VAL_23-LY-92529_DensityBands_01gasLL:VALUE,PI,23-LE-92529,,PH (Profiler) Density Band 6 Lower Limit (GAS),FALSE,FALSE,VAL_23-LY-92529_DensityBands_01gasLL:VALUE,160543,,VLH_PCN5,1,Kg/m3,23-LE-92529,pi:160543,akerbp
pi:161017,23-YA-96106-02:Z.X.Value,PH 1stStg Comp1 Journ BRG NDE,VAL_23-YA-96106-02:Z.X.Value,PI,23,,PH 1stStg Comp1 Journ BRG NDE,FALSE,FALSE,VAL_23-YA-96106-02:Z.X.Value,161017,,LAB-WAS-VAL,1,,23,pi:161017,akerbp
pi:160587,23-NY-96144-12:VALUE,PH (CBM) Phase C Positive Qmax,VAL_23-NY-96144-12:VALUE,PI,23-NY-96144,,PH (CBM) Phase C Positive Qmax,FALSE,FALSE,VAL_23-NY-96144-12:VALUE,160587,,VLH_PCN5,1,mV,23-NY-96144,pi:160587,akerbp
pi:160117,23_TT_96102_01:Z.X.Value,PH 1stStg Comp Journ BRG NDE,VAL_23_TT_96102_01:Z.X.Value,PI,23,,PH 1stStg Comp Journ BRG NDE,FALSE,FALSE,VAL_23_TT_96102_01:Z.X.Value,160117,,VLH_PCN1,1,,23,pi:160117,akerbp
pi:160647,23-PDT-96161:X.Value,PH 1st Stg Comp Booster Filter,VAL_23-PDT-96161:X.Value,PI,23-PDT-96161,,PH 1st Stg Comp Booster Filter,FALSE,FALSE,VAL_23-PDT-96161:X.Value,160647,,VLH_PCN1,1,,23-PDT-96161,pi:160647,akerbp
pi:160546,23-LY-92529_DensityBands_02foamUL:VALUE,PH (Profiler) Density Band 5 Upper Limit (FOAM),VAL_23-LY-92529_DensityBands_02foamUL:VALUE,PI,23-LE-92529,,PH (Profiler) Density Band 5 Upper Limit (FOAM),FALSE,FALSE,VAL_23-LY-92529_DensityBands_02foamUL:VALUE,160546,,VLH_PCN5,1,Kg/m3,23-LE-92529,pi:160546,akerbp
pi:160492,23-LIC-92521:Control Module:BA,PH 1stStgSuctScrubber Level Auto,VAL_23-LIC-92521:Control Module:BA,PI,23-LIC-92521,,PH 1stStgSuctScrubber Level Auto,FALSE,FALSE,VAL_23-LIC-92521:Control Module:BA,160492,,VLH_PCN1,1,-,23-LIC-92521,pi:160492,akerbp
pi:160586,23-NY-96144-11:VALUE,PH (CBM) Phase B Positive Qmax,VAL_23-NY-96144-11:VALUE,PI,23-NY-96144,,PH (CBM) Phase B Positive Qmax,FALSE,FALSE,VAL_23-NY-96144-11:VALUE,160586,,VLH_PCN5,1,mV,23-NY-96144,pi:160586,akerbp
pi:191153,23-TIC-92604B:Z.Y.Value,PH 1stStgDiscCool Gas Out Output,VAL_23-TIC-92604B:Z.Y.Value,PI,23-TIC-92604B,,PH 1stStgDiscCool Gas Out Output,FALSE,FALSE,VAL_23-TIC-92604B:Z.Y.Value,191153,,VLH_PCN1,1,degC,23-TIC-92604B,pi:191153,akerbp
pi:160105,23_PT_92537:Z.X.Value,PH 1stStgComp Discharge,VAL_23_PT_92537:Z.X.Value,PI,23-PT-92537,,PH 1stStgComp Discharge,FALSE,FALSE,VAL_23_PT_92537:Z.X.Value,160105,,VLH_PCN1,1,,23-PT-92537,pi:160105,akerbp
pi:160882,23-TT-92502:X.Value,PH 1stStgSuctCool Gas In,VAL_23-TT-92502:X.Value,PI,23-TT-92502,,PH 1stStgSuctCool Gas In,FALSE,FALSE,VAL_23-TT-92502:X.Value,160882,,VLH_PCN1,1,,23-TT-92502,pi:160882,akerbp
pi:160930,23-TT-96168:X.Value,PH 1st Stg Comp Inner Seal,VAL_23-TT-96168:X.Value,PI,23-TT-96168,,PH 1st Stg Comp Inner Seal,FALSE,FALSE,VAL_23-TT-96168:X.Value,160930,,VLH_PCN1,1,,23-TT-96168,pi:160930,akerbp
pi:160191,23-FT-96152:X.Value,PH 1stStg Comp Inner Seal NDE,VAL_23-FT-96152:X.Value,PI,23-FT-96152,,PH 1stStg Comp Inner Seal NDE,FALSE,FALSE,VAL_23-FT-96152:X.Value,160191,,VLH_PCN1,1,,23-FT-96152,pi:160191,akerbp
pi:160840,23-TIC-96148:Control Module:PI,PH 1stStg Comp Seal Gas Integral time,VAL_23-TIC-96148:Control Module:PI,PI,23-TIC-96148,,PH 1stStg Comp Seal Gas Integral time,FALSE,FALSE,VAL_23-TIC-96148:Control Module:PI,160840,,VLH_PCN1,1,s,23-TIC-96148,pi:160840,akerbp
pi:160229,23-KA-9101-M01:HSI.StatusMotorOn,PH 1st Stage Compressor Running,VAL_23-KA-9101-M01:HSI.StatusMotorOn,PI,23-KA-9101-M01,,PH 1st Stage Compressor Running,FALSE,FALSE,VAL_23-KA-9101-M01:HSI.StatusMotorOn,160229,,VLH_PCN1,1,,23-KA-9101-M01,pi:160229,akerbp
pi:160529,23-LT-96182-03:X.Value,PH 1stStg Lube Oil Reservoir,VAL_23-LT-96182-03:X.Value,PI,23-LT-96182-03,,PH 1stStg Lube Oil Reservoir,FALSE,FALSE,VAL_23-LT-96182-03:X.Value,160529,,VLH_PCN1,1,,23-LT-96182-03,pi:160529,akerbp
pi:160832,23-TIC-96147:Control Module:PP,PH 1stStg Comp Seal Gas Gain,VAL_23-TIC-96147:Control Module:PP,PI,23-TIC-96147,,PH 1stStg Comp Seal Gas Gain,FALSE,FALSE,VAL_23-TIC-96147:Control Module:PP,160832,,VLH_PCN1,1,-,23-TIC-96147,pi:160832,akerbp
pi:160075,23_PIC_92538_05:Z.X.Value,PH 1stStgComp STV Perf Prim SP,VAL_23_PIC_92538_05:Z.X.Value,PI,23-PIC-92538,,PH 1stStgComp STV Perf Prim SP,FALSE,FALSE,VAL_23_PIC_92538_05:Z.X.Value,160075,,VLH_PCN1,1,,23-PIC-92538,pi:160075,akerbp
pi:160077,23_PIC_92538_07:Z.X.Value,PH 1stStgComp Perf Limit 1 SP,VAL_23_PIC_92538_07:Z.X.Value,PI,23-PIC-92538,,PH 1stStgComp Perf Limit 1 SP,FALSE,FALSE,VAL_23_PIC_92538_07:Z.X.Value,160077,,VLH_PCN1,1,,23-PIC-92538,pi:160077,akerbp
pi:160730,23-PT-96160-03:X.Value,PH 1st Stg Comp Separation Gas,VAL_23-PT-96160-03:X.Value,PI,23-PT-96160-03,,PH 1st Stg Comp Separation Gas,FALSE,FALSE,VAL_23-PT-96160-03:X.Value,160730,,VLH_PCN1,1,,23-PT-96160-03,pi:160730,akerbp
pi:160493,23-LIC-92521:Control Module:BX,PH 1stStgSuctScrubber Level External,VAL_23-LIC-92521:Control Module:BX,PI,23-LIC-92521,,PH 1stStgSuctScrubber Level External,FALSE,FALSE,VAL_23-LIC-92521:Control Module:BX,160493,,VLH_PCN1,1,-,23-LIC-92521,pi:160493,akerbp
pi:160926,23-TT-96136-02:Z.X.Value,PH 1stStg Mtr Winding U1,VAL_23-TT-96136-02:Z.X.Value,PI,23,,PH 1stStg Mtr Winding U1,FALSE,FALSE,VAL_23-TT-96136-02:Z.X.Value,160926,,LAB-WAS-VAL,1,,23,pi:160926,akerbp
pi:160269,23-KA-9101-M01-EL:XS.CoreStatus.XGH.Signal.Value,PH Circuit Breaker Closed (ON),VAL_23-KA-9101-M01-EL:XS.CoreStatus.XGH.Signal.Value,PI,23-KA-9101-M01,,PH Circuit Breaker Closed (ON),FALSE,FALSE,VAL_23-KA-9101-M01-EL:XS.CoreStatus.XGH.Signal.Value,160269,,VLH_PCN1,1,,23-KA-9101-M01,pi:160269,akerbp
pi:160841,23-TIC-96148:Control Module:PP,PH 1stStg Comp Seal Gas Gain,VAL_23-TIC-96148:Control Module:PP,PI,23-TIC-96148,,PH 1stStg Comp Seal Gas Gain,FALSE,FALSE,VAL_23-TIC-96148:Control Module:PP,160841,,VLH_PCN1,1,-,23-TIC-96148,pi:160841,akerbp
pi:160722,23-PT-96150:Z.X1.Value,PH 1st Stg Inner Seal NDE,VAL_23-PT-96150:Z.X1.Value,PI,23-PT-96150-01,,PH 1st Stg Inner Seal NDE,FALSE,FALSE,VAL_23-PT-96150:Z.X1.Value,160722,,VLH_PCN1,1,,23-PT-96150-01,pi:160722,akerbp
pi:160570,23-LY-92529_SILch0_SC0_TXSP:VALUE,PH (Profiler) Shutdown Channel 0 - Tube x Setpoint,VAL_23-LY-92529_SILch0_SC0_TXSP:VALUE,PI,23-LE-92529,,PH (Profiler) Shutdown Channel 0 - Tube x Setpoint,FALSE,FALSE,VAL_23-LY-92529_SILch0_SC0_TXSP:VALUE,160570,,VLH_PCN5,1,,23-LE-92529,pi:160570,akerbp
pi:160554,23-LY-92529_DensityBands_06sandUL:VALUE,PH (Profiler) Density Band 1 Upper Limit (SAND),VAL_23-LY-92529_DensityBands_06sandUL:VALUE,PI,23-LE-92529,,PH (Profiler) Density Band 1 Upper Limit (SAND),FALSE,FALSE,VAL_23-LY-92529_DensityBands_06sandUL:VALUE,160554,,VLH_PCN5,1,Kg/m3,23-LE-92529,pi:160554,akerbp
pi:160569,23-LY-92529_SILch0_SC0_TXPSP:VALUE,PH (Profiler) Shutdown Channel 0 - Tube x Position Setpoint,VAL_23-LY-92529_SILch0_SC0_TXPSP:VALUE,PI,23-LE-92529,,PH (Profiler) Shutdown Channel 0 - Tube x Position Setpoint,FALSE,FALSE,VAL_23-LY-92529_SILch0_SC0_TXPSP:VALUE,160569,,VLH_PCN5,1,,23-LE-92529,pi:160569,akerbp
pi:160629,23-PDT-92522:X.Value,PH 1stStgSuctScrubber Gas Out,VAL_23-PDT-92522:X.Value,PI,23-PDT-92522,,PH 1stStgSuctScrubber Gas Out,FALSE,FALSE,VAL_23-PDT-92522:X.Value,160629,,VLH_PCN1,1,,23-PDT-92522,pi:160629,akerbp
pi:160238,23-KA-9101-M01_E_stop_active:VALUE,PH (SwitchGear),VAL_23-KA-9101-M01_E_stop_active:VALUE,PI,23-KA-9101-M01,,PH (SwitchGear),FALSE,FALSE,VAL_23-KA-9101-M01_E_stop_active:VALUE,160238,,VLH_PCN5,1,,23-KA-9101-M01,pi:160238,akerbp
pi:160111,23_TT_92536:Z.X.Value,PH 1stStgComp Discharge Temp,VAL_23_TT_92536:Z.X.Value,PI,23-TT-92536,,PH 1stStgComp Discharge Temp,FALSE,FALSE,VAL_23_TT_92536:Z.X.Value,160111,,VLH_PCN1,1,,23-TT-92536,pi:160111,akerbp
pi:161004,23-XA-96125-A:Z.X.Value,PH 1stStg KEYPH Gear2 Shaft,VAL_23-XA-96125-A:Z.X.Value,PI,23,,PH 1stStg KEYPH Gear2 Shaft,FALSE,FALSE,VAL_23-XA-96125-A:Z.X.Value,161004,,LAB-WAS-VAL,1,,23,pi:161004,akerbp
pi:160073,23_PIC_92538_03:Z.X.Value,PH 1stStgComp STV Perf State,VAL_23_PIC_92538_03:Z.X.Value,PI,23-PIC-92538,,PH 1stStgComp STV Perf State,FALSE,FALSE,VAL_23_PIC_92538_03:Z.X.Value,160073,,VLH_PCN1,1,,23-PIC-92538,pi:160073,akerbp
pi:160148,23-ESDV-92521-PST:VALUE,PH,VAL_23-ESDV-92521-PST:VALUE,PI,23-ESDV-92521-PST,,PH,FALSE,FALSE,VAL_23-ESDV-92521-PST:VALUE,160148,,VLH_PCN5,1,,23-ESDV-92521-PST,pi:160148,akerbp
pi:161025,23-YA-96120-02:Z.X.Value,PH 1stStg Gear2 Journ BRG DE,VAL_23-YA-96120-02:Z.X.Value,PI,23,,PH 1stStg Gear2 Journ BRG DE,FALSE,FALSE,VAL_23-YA-96120-02:Z.X.Value,161025,,LAB-WAS-VAL,1,,23,pi:161025,akerbp
pi:160081,23_PIC_92538_13:Z.X.Value,PH Limit Loop 3 Set Point,VAL_23_PIC_92538_13:Z.X.Value,PI,23-PIC-92538,,PH Limit Loop 3 Set Point,FALSE,FALSE,VAL_23_PIC_92538_13:Z.X.Value,160081,,VLH_PCN1,1,,23-PIC-92538,pi:160081,akerbp
pi:163655,45-TT-92506:X.Value,PH 1stStgSuctClr CoolMed Sply,VAL_45-TT-92506:X.Value,PI,45-TT-92506,,PH 1stStgSuctClr CoolMed Sply,FALSE,FALSE,VAL_45-TT-92506:X.Value,163655,,VLH_PCN1,1,,45-TT-92506,pi:163655,akerbp
pi:160614,23-PC-9109-M01-EL:XS.MeasuredValues.CurrentL2.Value.Value,PH 1stStg Comp Lube Oil Pump,VAL_23-PC-9109-M01-EL:XS.MeasuredValues.CurrentL2.Value.Value,PI,23-PC-9109-M01,,PH 1stStg Comp Lube Oil Pump,FALSE,FALSE,VAL_23-PC-9109-M01-EL:XS.MeasuredValues.CurrentL2.Value.Value,160614,,VLH_PCN1,1,,23-PC-9109-M01,pi:160614,akerbp
pi:160665,23-PIC-96153:Control Module:BA,PH 1stStg Comp Inner Seal Auto,VAL_23-PIC-96153:Control Module:BA,PI,23-PIC-96153,,PH 1stStg Comp Inner Seal Auto,FALSE,FALSE,VAL_23-PIC-96153:Control Module:BA,160665,,VLH_PCN1,1,-,23-PIC-96153,pi:160665,akerbp
pi:195975,23-FT-92537-04:X.Value,PH 1stStgComp Vol Flow,VAL_23-FT-92537-04:X.Value,PI,23,,PH 1stStgComp Vol Flow,FALSE,FALSE,VAL_23-FT-92537-04:X.Value,195975,,VLH_PCN1,1,m3/h,23,pi:195975,akerbp
pi:161061,23-YZSL-92526-F:X.Value,PH 1st Stg Comp Suct BDV SOV ZSL Flt,VAL_23-YZSL-92526-F:X.Value,PI,23-YZSL-92526,,PH 1st Stg Comp Suct BDV SOV ZSL Flt,FALSE,FALSE,VAL_23-YZSL-92526-F:X.Value,161061,,VLH_PCN1,1,,23-YZSL-92526,pi:161061,akerbp
pi:161027,23-YA-96123:Z.X.Value,PH 1stStg Gear2 Velocimeter,VAL_23-YA-96123:Z.X.Value,PI,23,,PH 1stStg Gear2 Velocimeter,FALSE,FALSE,VAL_23-YA-96123:Z.X.Value,161027,,LAB-WAS-VAL,1,,23,pi:161027,akerbp
pi:160928,23-TT-96136-08:Z.X.Value,PH 1stStgMtr Winding W,VAL_23-TT-96136-08:Z.X.Value,PI,23,,PH 1stStgMtr Winding W,FALSE,FALSE,VAL_23-TT-96136-08:Z.X.Value,160928,,LAB-WAS-VAL,1,,23,pi:160928,akerbp
pi:160220,23-KA-9101_ASP:VALUE,PH (CBM) 1st Stage ActShaft Power,VAL_23-KA-9101_ASP:VALUE,PI,23-KA-9101,,PH (CBM) 1st Stage ActShaft Power,FALSE,FALSE,VAL_23-KA-9101_ASP:VALUE,160220,,VLH_PCN5,1,kw,23-KA-9101,pi:160220,akerbp
pi:160080,23_PIC_92538_12:Z.X.Value,PH Limit Loop 3 Process Variable,VAL_23_PIC_92538_12:Z.X.Value,PI,23-PIC-92538,,PH Limit Loop 3 Process Variable,FALSE,FALSE,VAL_23_PIC_92538_12:Z.X.Value,160080,,VLH_PCN1,1,,23-PIC-92538,pi:160080,akerbp
pi:160922,23-TT-96116-01:Z.X.Value,PH 1stStg Gear Thrust BRG OUT,VAL_23-TT-96116-01:Z.X.Value,PI,23,,PH 1stStg Gear Thrust BRG OUT,FALSE,FALSE,VAL_23-TT-96116-01:Z.X.Value,160922,,LAB-WAS-VAL,1,,23,pi:160922,akerbp
pi:160520,23-LT-92523:Z.X2.Value,PH 1stStgSuctScrubber,VAL_23-LT-92523:Z.X2.Value,PI,23-LT-92523-02,,PH 1stStgSuctScrubber,FALSE,FALSE,VAL_23-LT-92523:Z.X2.Value,160520,,VLH_PCN1,1,,23-LT-92523-02,pi:160520,akerbp
pi:160156,23-FE-9106-H01-EL:XS.MeasuredValues.CurrentL2.Value.Value,PH 1stStgComp OIL HEATER,VAL_23-FE-9106-H01-EL:XS.MeasuredValues.CurrentL2.Value.Value,PI,23-FE-9106,,PH 1stStgComp OIL HEATER,FALSE,FALSE,VAL_23-FE-9106-H01-EL:XS.MeasuredValues.CurrentL2.Value.Value,160156,,VLH_PCN1,1,,23-FE-9106,pi:160156,akerbp
pi:161056,23-YZSH-92526-F:X.Value,PH 1st Stg Comp Suct BDV SOV ZSH Flt,VAL_23-YZSH-92526-F:X.Value,PI,23-YZSH-92526,,PH 1st Stg Comp Suct BDV SOV ZSH Flt,FALSE,FALSE,VAL_23-YZSH-92526-F:X.Value,161056,,VLH_PCN1,1,,23-YZSH-92526,pi:161056,akerbp
pi:160147,23-ESDV-92501B-PST:VALUE,PH,VAL_23-ESDV-92501B-PST:VALUE,PI,23-ESDV-92501B-PST,,PH,FALSE,FALSE,VAL_23-ESDV-92501B-PST:VALUE,160147,,VLH_PCN5,1,,23-ESDV-92501B-PST,pi:160147,akerbp
pi:161005,23-XA-96135-A:Z.X.Value,PH 1stStg KEYPH Mtr Shaft,VAL_23-XA-96135-A:Z.X.Value,PI,23,,PH 1stStg KEYPH Mtr Shaft,FALSE,FALSE,VAL_23-XA-96135-A:Z.X.Value,161005,,LAB-WAS-VAL,1,,23,pi:161005,akerbp
pi:160536,23-LV-92521A:Y.Value,PH 1stStgSuctScrubber Level,VAL_23-LV-92521A:Y.Value,PI,23-LV-92521A,,PH 1stStgSuctScrubber Level,FALSE,FALSE,VAL_23-LV-92521A:Y.Value,160536,,VLH_PCN1,1,,23-LV-92521A,pi:160536,akerbp
pi:160130,23_YT_96134_01:Z.X.Value,PH 1stStg Mtr Journ BRG DE,VAL_23_YT_96134_01:Z.X.Value,PI,23,,PH 1stStg Mtr Journ BRG DE,FALSE,FALSE,VAL_23_YT_96134_01:Z.X.Value,160130,,VLH_PCN1,1,,23,pi:160130,akerbp
pi:160140,23_ZT_92538:Z.X.Value,PH 1stStgComp Valve Position,VAL_23_ZT_92538:Z.X.Value,PI,23-ZT-92538,,PH 1stStgComp Valve Position,FALSE,FALSE,VAL_23_ZT_92538:Z.X.Value,160140,,VLH_PCN1,1,,23-ZT-92538,pi:160140,akerbp
pi:160628,23-PDT-92502:X.Value,PH 1stStgSuctCool Tubes,VAL_23-PDT-92502:X.Value,PI,23-PDT-92502,,PH 1stStgSuctCool Tubes,FALSE,FALSE,VAL_23-PDT-92502:X.Value,160628,,VLH_PCN1,1,,23-PDT-92502,pi:160628,akerbp
pi:160995,23-VA-9110-M01-EL:XS.MeasuredValues.CurrentL2.Value.Value,PH 1stStgComp Oil Mist Fan,VAL_23-VA-9110-M01-EL:XS.MeasuredValues.CurrentL2.Value.Value,PI,23-VA-9110-M01,,PH 1stStgComp Oil Mist Fan,FALSE,FALSE,VAL_23-VA-9110-M01-EL:XS.MeasuredValues.CurrentL2.Value.Value,160995,,VLH_PCN1,1,,23-VA-9110-M01,pi:160995,akerbp
pi:160697,23-PT-92512:X.Value,PH 1stStgSuctCool Gas In,VAL_23-PT-92512:X.Value,PI,23-PT-92512,,PH 1stStgSuctCool Gas In,FALSE,FALSE,VAL_23-PT-92512:X.Value,160697,,VLH_PCN1,1,,23-PT-92512,pi:160697,akerbp
pi:160666,23-PIC-96153:Control Module:BX,PH 1stStg Comp Inner Seal External,VAL_23-PIC-96153:Control Module:BX,PI,23-PIC-96153,,PH 1stStg Comp Inner Seal External,FALSE,FALSE,VAL_23-PIC-96153:Control Module:BX,160666,,VLH_PCN1,1,-,23-PIC-96153,pi:160666,akerbp
pi:160227,23-KA-9101_PRD:VALUE,PH (CBM) 1st Stage Press Rat Dev,VAL_23-KA-9101_PRD:VALUE,PI,23-KA-9101,,PH (CBM) 1st Stage Press Rat Dev,FALSE,FALSE,VAL_23-KA-9101_PRD:VALUE,160227,,VLH_PCN5,1,%,23-KA-9101,pi:160227,akerbp
pi:160552,23-LY-92529_DensityBands_05waterUL:VALUE,PH (Profiler) Density Band 2 Upper Limit (WATER),VAL_23-LY-92529_DensityBands_05waterUL:VALUE,PI,23-LE-92529,,PH (Profiler) Density Band 2 Upper Limit (WATER),FALSE,FALSE,VAL_23-LY-92529_DensityBands_05waterUL:VALUE,160552,,VLH_PCN5,1,Kg/m3,23-LE-92529,pi:160552,akerbp
pi:160257,23-KA-9101-M01_Selector_switch_local_remote:VALUE,PH (SwitchGear) MV-COMP.M. FEEDER/ Selector switch local / remote,VAL_23-KA-9101-M01_Selector_switch_local_remote:VALUE,PI,23-KA-9101-M01,,PH (SwitchGear) MV-COMP.M. FEEDER/ Selector switch local / remote,FALSE,FALSE,VAL_23-KA-9101-M01_Selector_switch_local_remote:VALUE,160257,,VLH_PCN5,1,,23-KA-9101-M01,pi:160257,akerbp
pi:160146,23-ESDV-92501A-PST:VALUE,PH,VAL_23-ESDV-92501A-PST:VALUE,PI,23-ESDV-92501A-PST,,PH,FALSE,FALSE,VAL_23-ESDV-92501A-PST:VALUE,160146,,VLH_PCN5,1,,23-ESDV-92501A-PST,pi:160146,akerbp
pi:160272,23-KA-9101-M01-EL:XS.CoreStatus.XZ.Signal.Value,PH Truck in Test,VAL_23-KA-9101-M01-EL:XS.CoreStatus.XZ.Signal.Value,PI,23-KA-9101-M01,,PH Truck in Test,FALSE,FALSE,VAL_23-KA-9101-M01-EL:XS.CoreStatus.XZ.Signal.Value,160272,,VLH_PCN1,1,,23-KA-9101-M01,pi:160272,akerbp
pi:160702,23-PT-92536:X.Value,PH 1stStgComp Discharge,VAL_23-PT-92536:X.Value,PI,23-PT-92536,,PH 1stStgComp Discharge,FALSE,FALSE,VAL_23-PT-92536:X.Value,160702,,VLH_PCN1,1,bar,23-PT-92536,pi:160702,akerbp
pi:160559,23-LY-92529_Outputs_oilLevel:VALUE,PH (Profiler) % Scaled Level Output for Level C or Oil,VAL_23-LY-92529_Outputs_oilLevel:VALUE,PI,23-LE-92529,,PH (Profiler) % Scaled Level Output for Level C or Oil,FALSE,FALSE,VAL_23-LY-92529_Outputs_oilLevel:VALUE,160559,,VLH_PCN5,1,%,23-LE-92529,pi:160559,akerbp
pi:160218,23-KA-9101_APH:VALUE,PH (CBM) 1st Stg ActCompr Poly Head,VAL_23-KA-9101_APH:VALUE,PI,23-KA-9101,,PH (CBM) 1st Stg ActCompr Poly Head,FALSE,FALSE,VAL_23-KA-9101_APH:VALUE,160218,,VLH_PCN5,1,,23-KA-9101,pi:160218,akerbp
